date,user,location,text
2021-03-17 14:21:06,gorontayuki,,"Tokyo Olympics creative chief likely to quit over insulting remarks - The Mainichi 

https://t.co/KNu718oW6Z"
2021-03-17 14:20:16,aalatah621,Japan,"??????!?!?

""Naomi Watanabe to Pig = Olympig"" Tokyo Olympics opening ceremony ""responsible person"" discriminatory production plan https://t.co/eyw3Hl4LPM https://t.co/lwSukvLMSJ"
2021-03-17 14:20:16,gorontayuki,,"Tokyo 2020 creative chief accused of slur against female entertainer | The Japan Times 

https://t.co/1y9d66g1Og"
2021-03-17 14:19:47,mazzo_RMD_cf,"Tokyo, Japan","""Naomi Watanabe to Pig-OlymPig games TOKYO 2020""

Hiroshi Sasaki, the creative director of the opening ceremony of the Tokyo Olympics, sent a plan to his team members that insulted comedian Naomi Watanabe, who was scheduled to appear at the ceremony, by calling her a pig👀 https://t.co/4aistmcyt4"
2021-03-17 14:18:21,maanpaallinen,🌍,"Tokyo 2020 creative chief accused of slur against female entertainer

#森喜朗 #性差別 #Sexism #BoycottTokyoOlympics #BoycottTokyo2021
#渡辺直美 #聖火ランナー辞退 #オリンピック中止 #JapanIsAFascistState #NipponKaigi #Japan 
#WomanRights #HumanRights
https://t.co/wX75VSkfKf https://t.co/tJNbS1Gnee"
2021-03-17 14:15:15,ReutersSports,Global,"Russian athletes going to this summer's Tokyo Olympics and Paralympics will be vaccinated against COVID-19 on a voluntary basis, Russian news agencies cited Sports Minister Oleg Matytsin as saying on Wednesday.​ https://t.co/6yuDgeUdO5"
2021-03-17 14:13:57,TableTennisRog,,@TableTennisENG What does this mean in terms of Olympic qualification?  Does Pitchford still have a chance of going to Tokyo?  Which England players will be going to the Olympics?
2021-03-17 14:11:33,Gurutensan,,Tokyo Olympics creative chief likely to quit over insulting remarks - The Mainichi https://t.co/TUP20QHDXx
2021-03-17 14:10:08,KorirOfficial,"Riadha House, Nairobi","As the General Team Manager for Tokyo Olympics,  I am happy with the manner the team has been training  so far and I also commend @KenyaBoxing for a job well done. https://t.co/KSMk82krsd"
2021-03-17 14:08:44,Anti_Discrimina,,Tokyo Olympics creative chief likely to quit over insulting remarks - The Mainichi https://t.co/kZwODtixJA
2021-03-17 14:08:07,Anti_Discrimina,,Tokyo 2020 creative chief accused of slur against female entertainer | The Japan Times https://t.co/UfV2EefTTO
2021-03-17 14:03:04,kokkyt,,@AbroadInJapan so Dave in Japan are you going to do a series for the Tokyo Olympics
2021-03-17 14:02:36,FIFAcom,,"🗣️ ""I've spoken to team-mates who've been to an @Olympics and they say it's like going to a World Cup. I want to experience it for myself.""

🇨🇷 Randall Leal discusses the talented generation of Costa Rican players aiming for Tokyo.

@fedefutbolcrc | @Tokyo2020 | #OlympicFootball"
2021-03-17 14:01:22,herrera_irene,The World but now in Tokyo,"Hiroshi Sasaki, creative chief of the Tokyo Olympics/ Paralympics, proposed to some staff members last March an idea involving the entertainer Naomi Watanabe coming down from the sky as a pig as part of the Olympic opening ceremony. 1/2
https://t.co/U3KaDM0UBp"
2021-03-17 14:00:27,MissiNewsRoom,"Mississauga, Ontario, CANADA",Quite a 25th birthday present for this elite #Mississauga athlete https://t.co/jyjWbD4dbD
2021-03-17 13:54:35,jamaalaldin_tv,"Boise, ID","Kawhi Chili' Leonard NBA Leader: 26.9 PPG Team USA Line up | MAS PINALAKAS para sa TOKYO Olympics: This video is about NBA USA Line up. #TEAMUSA #nbaupdate #TokyoOlympics Disclaimer All the clips, details… https://t.co/AvjyEND3ZY https://t.co/yRDDFr9uYz https://t.co/2c8qnlALzy"
2021-03-17 13:53:04,jamaalaldin_tv,"Boise, ID","SLIM REAPER🌶️ Chili' NBA Leader: 29.0 PPG Team USA Line up | MAS PINALAKAS para sa TOKYO Olympics: This video is about NBA USA Line up. #TEAMUSA #nbaupdate #TokyoOlympics Disclaimer All the clips, details… https://t.co/AvjyEND3ZY https://t.co/MzqM4JCjrP https://t.co/KqTM8V4OZ9"
2021-03-17 13:52:04,MikeCanales1,"Cleveland, OH",Tokyo Olympic torch relay a study in caution https://t.co/dl1p3hxgoR
2021-03-17 13:50:58,AtsukoHashimot1,"千葉, Europe, Hawaii","From NHK This news article about another feminism issues, problem from the male Tokyo Olympics organiser complaining about woman's body shape look pigs in the public with the Tokyo Olympic organisation. 
#UN #WHO #EU #BorisJohnson #JoeBiden 
#EmmanuelMacron #菅首相 #橋本会長"
2021-03-17 13:50:51,AtsukoHashimot1,"千葉, Europe, Hawaii","From NHK This news article about another feminism issues, problem from the male Tokyo Olympics organiser complaining about woman's body shape look pigs in the public with the Tokyo Olympic organisation. 
#UN #WHO #EU #BorisJohnson #JoeBiden 
#EmmanuelMacron #菅首相 #橋本会長"
2021-03-17 13:50:15,TimesofNewsHUB,,Three Indians among hockey officials appointed for Tokyo Olympics https://t.co/dDinQp3F5D
2021-03-17 13:48:30,AtsukoHashimot1,"千葉, Europe, Hawaii","From NHK This news article about another feminism issues, problem from the male Tokyo Olympics organiser complaining about woman's body shape look pigs in the public with the Tokyo Olympic organisation. 
#UN #WHO #EU #BorisJohnson #JoeBiden 
#EmmanuelMacron #菅首相 #橋本会長"
2021-03-17 13:47:37,ikarinoneko8,,"A sexist as a producer for the Tokyo Olympics. Producer Sasaki has been criticized for planning a production that compares the appearance of comedian Naomi Watanabe to a pig.
@BBCWorld @CNN @afpbbcom @AP @thehill @guardian @washingtonpost @nytimes https://t.co/DF3jnT5PNp"
2021-03-17 13:45:58,mywhirlwindkid,Republic of the Philippines,"@apqaria I don't know much about him. I think it was mentioned before that he owns an advertising agency.

His idea for Tokyo Olympics is currently being critized."
2021-03-17 13:44:43,VivekPa77656400,India 🇮🇳,@KirenRijiju Congratulations dear Avinash 👏. Best wishes for Tokyo Olympics🇮🇳🙏
2021-03-17 13:44:23,shantanum07,"Mumbai, India","https://t.co/RhtoXWKKaT

Truly inspired upon reading about @IamBhavaniDevi amazing feat ..heartiest congratulations for qualifying as India's first Fencer at the #TokyoOlympics 👏🤘"
2021-03-17 13:44:06,254e04c7ec20469,DEHRADUN,@KirenRijiju @Olympics @GoSportsVoices @DeepthiBopaiah It's really amazing best wishes for tokyo  👏👏👏👏
2021-03-17 13:42:29,KirenRijiju,"New Delhi, India",Congratulations to Avinash Sable for creating another national record! Avinash has already qualified for Tokyo Olympics. He set a new national record in men’s 3000m steeplechase with a timing of 8:20.20 at the Federation Cup in Patiala. He broke his own record of 8:21.37 https://t.co/t6W4yykrQu
2021-03-17 13:37:38,sea_sports_news,Southeast Asia,"🏓 Table Tennis | World Olympic Qualifying Tournament - Doha
▪ Thailand's 🇹🇭 Suthasini Sawettabut takes the last ticket in the women's event for Tokyo Olympics after beating Spain's Maria Xiao in the finals of Stage 2. Congratulations!!! https://t.co/xFgv0qSKpN"
2021-03-17 13:30:29,ReutersSports,Global,"Russian athletes going to this summer's Tokyo Olympics and Paralympics will be vaccinated against COVID-19 on a voluntary basis, Russian news agencies cited Sports Minister Oleg Matytsin as saying on Wednesday.​ https://t.co/YBxq1WxkXS"
2021-03-17 13:30:00,YahooPH,Philippines,"Japan will lift a virus state of emergency in the Tokyo area, the prime minister said, less than five months before the postponed Tokyo Olympics are due to begin.
https://t.co/FfpNq9QDYq"
2021-03-17 13:26:46,vskjodhpur,"Jodhpur , Rajasthan ",Another national record! Talented Tokyo Olympics bound runner #AvinashSable has set a new national record in men’s 3000m steeplechase with a timing of 8:20.20 at the Federation Cup in Patiala. The broke his own record of 8:21.37 set in 2019. Congratulations Avinash! https://t.co/tki0ppnzYs
2021-03-17 13:24:08,2Rarely,"Perth, Western Australia","Hockeyroos coach Paul Gaudoin steps down four months out from Tokyo Olympics ahead of review going public

https://t.co/6oEnOWJw3y"
2021-03-17 13:21:07,sportsmurali,India,"Sable strikes again!

It was fifth consecutive National Record for Avinash Sable (8:20.20) that fetch him a Ticket to Tokyo Olympics!

#FedCup Patiala"
2021-03-17 13:20:02,staronline,"Kuala Lumpur, Malaysia",Less than five months before the postponed Tokyo Olympics are due to begin. https://t.co/xnhIjf4hsh
2021-03-17 13:17:17,DuteeChand,"Bhubaneshwar, India","Congratulations Bhavani Didi, a student of my University KIIT University, Bhubaneswar for qualifying the Tokyo Olympics as the 1st ever Indian Fencer. https://t.co/mDIvRweEOv"
2021-03-17 13:11:16,iainaxon,London,"@JustinR55217483 Hi Justin, I work for Reuters TV. In light of the upcoming decision about foreign fans going to Tokyo, we're speaking to people who had tickets for the Olympics but could be forced to cancel. Would you be interested in a short interview? Many thanks, Iain"
2021-03-17 13:08:33,DuteeChand,"Bhubaneshwar, India","Here, I am sharing my current world ranking, and I am continuously doing the hardwork to improve my performance. I am assuring to come with a better performance before the Tokyo Olympics. https://t.co/CKMs7tgVP3"
2021-03-17 13:03:05,thoton9,"Tokyo, Japan","Do you think it is okay to dress an overweight woman as a pig and make fun of her publicly? The ceremony director for Tokyo Olympics Hiroshi Sasaki is under fire over a rejected plan to dress the plus-size comedian @watanabe_naomi as an 'Olympig.'
https://t.co/UxezGgbGls"
2021-03-17 13:02:16,maanpaallinen,🌍,"@bunshun_online ""Naomi Watanabe Pig = Olympig"" Tokyo Olympics opening ceremony ""manager"" discriminatory production plan.💢😡💢

#JapanIsAFascistState #NipponKaigi
#EndFASCISM #Sexism
#BoycottTokyoOlympics 
#FascistOlympics
#MeToo #差別 #偏見 #五輪開会式
#五輪中止 #渡辺直美 #オリンピック中止 https://t.co/qbQMDmgh7E"
2021-03-17 13:01:06,fibasiacupwomen,Asia - Oceania,"🇨🇳 #China assemble for 18-player training camp in preparation for @Tokyo2020 ‼️
https://t.co/5XcpwO2eME

#FIBAAsiaCupWomen https://t.co/riIbDY4h4k"
2021-03-17 13:00:20,ReutersSports,Global,"Nine members of Britain's athletics team have tested positive for COVID-19, raising concerns over the risks involved in travelling as a group ahead of this year's Tokyo Olympics, the Times reported.​ https://t.co/NZafJ8NaWV"
2021-03-17 13:00:09,globalfirstnews,Globally-Worldwide,"#RegionsAsia Japan to lift COVID-19 state of emergency in Tokyo area: Japan will lift a virus state of emergency in the Tokyo area, the prime minister said Wednesday, less than five months before the postponed Tokyo Olympics are due to begin. https://t.co/PdB884Yree"
2021-03-17 12:58:30,abcsport,Australia,Hockeyroos coach Paul Gaudoin quits four months out from Tokyo Olympics https://t.co/aoIV0YmLwJ
2021-03-17 12:58:22,sportstarweb,,"Avinash Sable shatters 3000m steeplechase national record at #federationcup 

https://t.co/6lgL5XtlmV"
2021-03-17 12:57:39,cgtnafrica,Africa,"Peet van Zyl is a super agent in world athletics, having managed superstars like Oscar Pistorius. He now looks after Wayde van Niekerk, Akani Simbine and Tatjana Schoenmaker.
He looks ahead to the Tokyo Olympics as the athletes prepare to compete.
https://t.co/KsDKr0BSNe"
2021-03-17 12:51:04,mywhirlwindkid,Republic of the Philippines,"@axelsandwich I swear since his team was disbanded, the entire Tokyo Olympics committee just ended up with one scandal after another"
2021-03-17 12:50:51,Podkopajeva,,"The qualification system to the Olympics is so fucked up that we might not see some of the best gymnasts in Tokyo.
Rebeca, Ferrari, Larisa, Bachy are just some of the names I’m thinking about rn"
2021-03-17 12:50:05,660NEWS,Calgary,"Canadian athletes prepare for debut of skateboarding in 2021 Tokyo games
https://t.co/rJBSs4tiEU
#Olympics #Tokyo2020 #skateboard #sports #nationalnews https://t.co/Y6OnxpsePL"
2021-03-17 12:50:04,citynewscalgary,"Calgary, Alberta, Canada","Canadian athletes prepare for debut of skateboarding in 2021 Tokyo games
https://t.co/RPds7EF5y0
#Olympics #Tokyo2020 #skateboard #sports #nationalnews https://t.co/Gz0I7zpxff"
2021-03-17 12:42:14,maanpaallinen,🌍,"@YahooNewsTopics PM @sugawitter will not participate in the Tokyo Olympic torch relay departure ceremony to be held in Fukushima Prefecture on the 25th of this month.

Japanese people overwhelmingly demand the cancellation of the Olympics.

#JapanIsAFascistState #FascistOlympics https://t.co/jqjJt607ge"
2021-03-17 12:42:00,StrandedOutJPN,,"THANK YOU @NikkeiAsia @cheskareports for raising awareness on our situation.

Help us start on April 1st 🙏 @mextjapan @hagiuda_ko1 @hatanokimie @YoshikawaYuumi @miharajunco @mizuhofukushima @renho_sha @JASSO_general

https://t.co/jVArAc1KZT"
2021-03-17 12:39:54,vinayakkm,Trichy,"National Record for Avinash Sable! 

The Tokyo Olympics-bound athlete rewrites his own personal best with a timing of 8:20.20 in men's 3000m steeplechase. Previous best was 8:21.37 at Doha 2019. #Athletics https://t.co/WC8UwEPcM4"
2021-03-17 12:36:40,jon_selvaraj,,Avinash Sable sets a new NR in the mens 3000m steeplechase with a time of 8:20:20.He breaks his own record of 8:21:37 set at the 2019 World Championships. He's already qualified for the Olympics so lets hope he does even better in Tokyo. https://t.co/OLqt80rY5r
2021-03-17 12:35:39,MikeACurtis2,"Syracuse, NY",New story: Syracuse senior @Tianamanga was invited by the Australian Women’s National Team to participate in a week-long training camp to prepare for the Tokyo 2021 Olympic Games. https://t.co/n1uaYqbAx6
2021-03-17 12:28:55,notDcfcBoss,Worcester/Derby,"Things to look forward to:

Line of Duty (this Sunday)
Tokyo Olympics (July)
Ashes (December)
The examination of human existence and search for the meaning of life (ongoing)"
2021-03-17 12:16:20,speedmaster,,"""Another survey conducted by Nikkei in February found that nearly half (46%) of respondents think the Games should be canceled, while 36% think they should be postponed again.""

Tokyo Olympics yet to gain public support days before torch relay https://t.co/QQU0mAUPBM"
2021-03-17 12:11:13,NewsUpdatesFeed,Indonesia,"Ancien and the Magic Tablet (Hirune-hime Shiranai watashi no monogatari) (2017) Japan, 2020, a few days before the opening of the Tokyo Olympics. Although she should be studying for her final https://t.co/PoO6fmwb8n #adventure #animation #drama #fantasy #sciencefiction"
2021-03-17 12:05:17,anews,"Istanbul, Turkey","Nine members of Britain's athletics team have tested positive for COVID-19, raising concerns over the risks involved in travelling as a group ahead of this year's Tokyo Olympics, the Times reported. https://t.co/SUH1qdccFJ"
2021-03-17 12:00:03,MouthPurdy,United Kingdom,"Nine British athletes test positive for COVID-19 - Times Nine members of Britain's athletics team have tested positive for COVID-19, raising concerns over the risks involved in travelling as a group ahead of this year's Tokyo Olympics, the Times reported."
2021-03-17 11:58:33,julieokorieA3c,,Adam Peaty named in Team GB for Tokyo Olympics https://t.co/O3sXmYfFzR
2021-03-17 11:58:12,kNsOTqgnZzF8F9b,,"REQUEST @arashi5official @MTV #FridayLivestream

I want Kevan to know more about ARASHI.
ARASHI had a festival at the Tokyo Olympics venue.
Please check out this YouTube!

嵐・ARASHI U・Å・U
Whenever You Call"
2021-03-17 11:55:04,TsunodaYuki2,,Report No fans from abroad for postponed Tokyo Olympics https://t.co/28vWd4ZtZ3 via @YouTube
2021-03-17 11:54:40,TsunodaYuki2,,Tokyo Olympics organisers consider banning overseas fans https://t.co/FJZn8P4zqr via @YouTube
2021-03-17 11:52:13,TsunodaYuki2,,Tokyo Olympics to go ahead with strict COVID-19 rules | 7NEWS https://t.co/3pMJyAkmOC via @YouTube
2021-03-17 11:48:29,otvnews,"Bhubaneswar, India","Is the defeat at National Federation Cup an indication of the start of the downfall of Dutee Chand? Will she be able to bounce back &amp; do well in the Olympics?

Tokyo Wake-Up Call For Dutee Chand? - writes Sanatan Pani (@game4sports) #Odisha #TokyoOlympics
https://t.co/OANdZfr0EV"
2021-03-17 11:46:40,Yellowlivesmat8,,"2021 Tokyo Olympics not cancelled, logistics for public health measures ... https://t.co/ANCjNR6ZI6 via @YouTube"
2021-03-17 11:45:55,Yellowlivesmat8,,How The Tokyo Olympics Became The Most Expensive Summer Games  Ever | So... https://t.co/dwGy2mTDwB via @YouTube
2021-03-17 11:44:28,yasmina720,,"#Tokyo reports 409 daily new #COVID19 cases, among 1,739 tested 3 dys ago.
Yet,Suga to lift #emergency declaration for #Tokyo metro areas,Mar 22.

Downplaying outbreak w least PCRs,&amp;hastening to lift emergency to keep appearance of ""safety"" is Imperial Japan's MO?
#Olympics? https://t.co/caLfJ5sVaQ"
2021-03-17 11:43:31,Sleek_Gist,,Adam Peaty named in Team GB for Tokyo Olympics https://t.co/47S5PU4PuB
2021-03-17 11:42:07,WorldHockeyNews,England,"#THP South Africa hockey men crowdfund to make Tokyo Olympics a reality

South Africa men are attempting to raise a minimum of £170,000 to help the team compete at the rescheduled Tokyo Olympics, with coach Garreth Ewin admitting it would be “heart break… https://t.co/pqAlMDC0fK"
2021-03-17 11:27:19,AfricanHeralds,,"In its quest to ensure that Kenya is aptly prepared for the Tokyo Olympics in July, the National Olympic Committee (NOCK) on Tuesday unveiled a five-member team that will offer technical support to athletes from training to the actual competition.

https://t.co/nMFXIzqies"
2021-03-17 11:27:11,1STOPSP0RT,"Oklahoma, USA","Hockeyroos coach sensationally resigns on eve of bombshell review of ‘toxic culture’
https://t.co/Nhk8haiW5B"
2021-03-17 11:24:43,MyNewsNE,Assam,Dhing Express Hima Das fails to qualify for 100 Metre event in Tokyo Olympics https://t.co/aZUwijv7zY
2021-03-17 11:22:28,sports_xplore,Pune,"🇮🇳 #MuraliSreeshankar qualifies for Tokyo Olympics❗ 👏👏
🎯 Sets national record after making a jump of 8.26 metre.

https://t.co/G6wzqZLU3K

#Tokyo2020 #Olympics #JeetengeOlympics #athletics #TeamIndia #ChampionsLeague #Champions #Athletics #athletes"
2021-03-17 11:20:10,broomsticknpen,日本,"@elroer @emmaloves_blog Tokyo posted over 400 infections today. Infections usually double every 2 weeks, meaning by mid-April we'll be back near 1000 and will be well into our 4th wave. 

Either he's trying to create an emergency to get the Olympics cancelled, or he's keen to murder/maim folks?"
2021-03-17 11:15:21,ReutersSports,Global,"Nine members of Britain's athletics team have tested positive for COVID-19, raising concerns over the risks involved in travelling as a group ahead of this year's Tokyo Olympics, the Times reported.​ https://t.co/lHfHMM5ysm"
2021-03-17 11:07:05,AndyVermaut,"Diksmuide, België",Tokyo 2020 creative chief accused of slur against female entertainer https://t.co/i1JACdKJLG https://t.co/7m2ljI8G5h
2021-03-17 11:06:32,japantimes,Tokyo,Tokyo 2020 creative chief accused of slur against female entertainer Naomi Watanabe https://t.co/5aCifad3lo
2021-03-17 11:06:25,PurplebricksUK,United Kingdom,"“I love the fact that the Olympics brings the nation together.”

Great interview today with @LauraKenny31 on the upcoming #Olympics and why she wants to ride forever 🇬🇧 
   
#HomeSupport #TeamGB #Tokyo2020 

@donaldgmcrae 

https://t.co/4YRJO0h1RH"
2021-03-17 11:02:58,NewsRadio930,"Buffalo, N.Y.",Status for #TokyoOlympics remains uncertain as organizers try to push ahead with their plans.  The details from @TomRiversABC: https://t.co/P9UepGtYVL
2021-03-17 11:00:51,PlayitasResort,Las Playitas (Fuerteventura),"Our #olympic pool is busy these days hosting Christopher Rothbauer, Caroline Pilhatsch and Marco Koch who are preparing for the Tokyo #Olympics as well as the @Limmat_Sharks.  
#sportshotel #training #swimtraining #swimmer #swim #olympicpool #triathlon #wherethebestcometotrain https://t.co/W03g0KUJ6x"
2021-03-17 11:00:07,NikkeiAsia,Tokyo,"Before COVID, Japan's attractiveness to international students was growing each year. But if Japan lacks clarity on when students can enter Japan and begin their studies, it will put some at risk of losing their scholarships and grants. #studyabroad
https://t.co/ZZJmLUjoIV https://t.co/kImZZ1Sbjd"
2021-03-17 11:00:05,JuniperSport,London,"""I don't want to end my career on Rio. That is kind of the push to swim in Tokyo."" Jessica Long made her Olympic debut in 2004 and with 4 Olympics to her credit, she is aiming for more medals in Tokyo.
#Paralympics #swimming
https://t.co/FBQd6CiJw9"
2021-03-17 10:55:13,videoneonr,Ring of Pride,Isn’t Tokyo a high incidence place? Is this to make travel there for the Olympics palatable? https://t.co/JyVKZXQyH0
2021-03-17 10:52:26,likesohushhush,"Cambridge-ish, UK, Europe",Fascinating interview with the brilliant @LauraKenny31 . https://t.co/bLU1COva4a
2021-03-17 10:52:08,AiraKirisawaa,,my Tokyo Olympics MVP vs my Tokyo Olympics Best Setter https://t.co/uueCypR52l
2021-03-17 10:51:28,skinnergj,"Sydney, New South Wales","Hockeyroos coach Paul Gaudoin steps down four months out from Tokyo Olympics ahead of review going public - ABC News
https://t.co/I74PuQQulw  via @skinnergj"
2021-03-17 10:47:28,motokorich,Japan,"As Tokyo 202(1) &amp; IOC get close to decision about overseas spectators for Olympics &amp; prep for 1000s of athletes, delegates, media, health ministry announces 29 cases of Covid variants among passengers returning from 14 countries in last week. That’s with no non-resident visitors"
2021-03-17 10:41:44,insidethegames,,New Zealand's @DavidNyika has fought - and won - in two #CommonwealthGames and now will get his chance to compete in the #Olympics at #Tokyo2020 https://t.co/41aEk5r8Lx @TheNZTeam @AIBA_Boxing #boxing
2021-03-17 10:39:31,drdivan55,"Plovdiv, Bulgaria",Laura Kenny: 'I just thought I’ve had enough. I was in so much pain' | Laura Kenny | The Guardian https://t.co/F3oLHV1jhR
2021-03-17 10:30:49,kforkandarp,"Rajkot,India","@Tokyo2020 Kindly Exclude chinese athletes from Tokyo olympics ,as Chinese don't deserve to take part in olympics as they have done anti human act by spreading corona virus in the world and killed millions of people #Olympics #BanChina #BanChinaFromOlympics"
